state,naics_sector,impact,n_firms,n_emp
17,62,Did not change skill level of workers employed by this business,540,11384
17,62,Increased STEM skills of workers employed by this business,0,0
17,62,Decreased STEM skills of workers employed by this business,0,0
17,62,Did not change STEM skills of workers employed by this business,398,7348
17,62,"Not applicable, did not employ workers with STEM skills",0,0
18,62,Decreased number of workers employed by this business,0,0
18,62,Increased number of workers employed by this business,0,0
18,62,Did not change number of workers employed by this business,0,0
18,62,Increased skill level of workers employed by this business,0,0
18,62,Decreased skill level of workers employed by this business,0,0
18,62,Did not change skill level of workers employed by this business,0,0
18,62,Increased STEM skills of workers employed by this business,0,0
18,62,Decreased STEM skills of workers employed by this business,0,0
18,62,Did not change STEM skills of workers employed by this business,0,0
18,62,"Not applicable, did not employ workers with STEM skills",0,0
19,62,Increased number of workers employed by this business,0,0
19,62,Decreased number of workers employed by this business,0,0
19,62,Did not change number of workers employed by this business,0,0
19,62,Increased skill level of workers employed by this business,0,0
19,62,Decreased skill level of workers employed by this business,0,0
19,62,Did not change skill level of workers employed by this business,0,0
19,62,Increased STEM skills of workers employed by this business,0,0
19,62,Decreased STEM skills of workers employed by this business,0,0
19,62,Did not change STEM skills of workers employed by this business,0,0
19,62,"Not applicable, did not employ workers with STEM skills",0,0
20,62,Increased number of workers employed by this business,0,0
20,62,Decreased number of workers employed by this business,0,0
20,62,Did not change number of workers employed by this business,0,0
20,62,Increased skill level of workers employed by this business,0,0
20,62,Decreased skill level of workers employed by this business,0,0
20,62,Did not change skill level of workers employed by this business,0,0
20,62,Increased STEM skills of workers employed by this business,0,0
20,62,Decreased STEM skills of workers employed by this business,0,0
20,62,Did not change STEM skills of workers employed by this business,0,0
20,62,"Not applicable, did not employ workers with STEM skills",0,0
21,62,Decreased number of workers employed by this business,0,0
21,62,Did not change skill level of workers employed by this business,0,0
21,62,Did not change number of workers employed by this business,0,0
21,62,Increased skill level of workers employed by this business,0,0
21,62,Decreased skill level of workers employed by this business,0,0
21,62,Increased STEM skills of workers employed by this business,0,0
21,62,Decreased STEM skills of workers employed by this business,0,0
21,62,Did not change STEM skills of workers employed by this business,0,0
21,62,"Not applicable, did not employ workers with STEM skills",0,0
21,62,Increased number of workers employed by this business,0,0
23,62,Increased number of workers employed by this business,0,0
23,62,Decreased number of workers employed by this business,0,0
23,62,Did not change number of workers employed by this business,0,0
23,62,Increased skill level of workers employed by this business,0,0
23,62,Decreased skill level of workers employed by this business,0,0
23,62,Did not change skill level of workers employed by this business,0,0
23,62,Increased STEM skills of workers employed by this business,0,0
23,62,Decreased STEM skills of workers employed by this business,0,0
23,62,Did not change STEM skills of workers employed by this business,0,0
23,62,"Not applicable, did not employ workers with STEM skills",0,0
22,62,Increased number of workers employed by this business,0,0
22,62,Decreased number of workers employed by this business,0,0
22,62,Did not change number of workers employed by this business,0,0
22,62,Increased skill level of workers employed by this business,0,0
22,62,Decreased skill level of workers employed by this business,0,0
22,62,Did not change skill level of workers employed by this business,0,0
22,62,Increased STEM skills of workers employed by this business,0,0
22,62,Decreased STEM skills of workers employed by this business,0,0
22,62,Did not change STEM skills of workers employed by this business,0,0
22,62,"Not applicable, did not employ workers with STEM skills",0,0
24,62,Increased number of workers employed by this business,0,0
24,62,Decreased number of workers employed by this business,0,0
24,62,Did not change number of workers employed by this business,0,0
24,62,Increased skill level of workers employed by this business,0,0
24,62,Decreased skill level of workers employed by this business,0,0
24,62,Did not change skill level of workers employed by this business,0,0
24,62,Increased STEM skills of workers employed by this business,0,0
24,62,Decreased STEM skills of workers employed by this business,0,0
